,BoroughCensusArea,year,resource,adj_households_in_community,sqMiLand,sqMiWater,using,trying,harvesting,giving,receving,units_harvested,pounds_harvested,units_harvested_by_sample,lbs_harvested_percapita,lbs_harvested_by_sample,lbs_used_percapita,perc_contribution_to_harvest,relying_on_substinence,harv_mes_units,labor_force,employed,unemployed,unemployment_rate,median_age,n_families,median_family_income,median_family_income,n_households,n_houses,n_occupied_houses,house_vacancy_rate,n_total_population(ACS),p_people_below_poverty,p_households_below_poverty,p_population_native,p_population_non_native,p_population_white,p_population_black,p_population_asian,ratio_male_over_female,local_tax_burden,federal_tax_burden,Gini,AGI,median_family_income,median_family_income,pop_density,p_people_under_18_below_poverty,TotsqMi,log_AGI,log_pop_density,z_score_pop_density,centered_local_tax_burden,centered_federal_tax_burden,centered_unemployment_rate,centered_AGI,centered_pop_density,centered_log_AGI,centered_log_pop_density,trying_percent,local_tax_burden_percent,federal_tax_burden_percent
30,Hoonah-Angoon Census Area,2016,Plants/Greens/Mushrooms,260.0,6.6,2.1,0.615,0.462,0.462,0.277,0.292,3480.203125,3480.203125,852.0,4.72853708267212,852.0,7.68387222290039,0.0199249070137739,YES,lb.,1200.0,1064.0,136.0,11.3,48.4,540.0,10357.0,10357.0,836.0,1647.0,836.0,49.241044323011536,2107.0,12.33981964878975,6.100478468899522,32.17845277645942,67.82154722354058,50.78310393925012,3.654485049833888,2.2781205505457995,1.0596285434995112,0.0014021640064499,0.0154238040709494,0.5007168617713137,21039.0,10357.0,10357.0,242.18390804597703,5.410536307546274,8.7,9.954180666851647,5.493817980328734,-0.23681889501470818,6.828769444932204e-06,0.0007885999129912252,-1.2735537190082642,-49286.49586776859,-4427.0716845621755,0.7671842822916926,-0.2145563502576353,46.2,0.14021640064499,1.54238040709494
31,Kenai Peninsula Borough,2014,Birds and Eggs,1811.0,0.4,0.2,0.32125000000000004,0.2535,0.21999999999999997,0.11775,0.1925,2432.299987792968,2432.299987792968,1395.0,0.8246305212378493,773.1000061035159,2.7036712169647226,0.005249999929219425,YES,lb.,27867.0,25712.0,2155.0,7.7,40.5,14112.0,2973.0,2973.0,21559.0,30638.0,21559.0,29.633135322148966,56687.0,9.06380651648526,3.812792801150332,7.76544886834724,92.23455113165276,84.23624464162859,0.5909644186497787,1.1784006915165737,1.0977315620027384,0.0052947809479425,0.0074532623756402,0.4959657984301682,67076.0,2973.0,2973.0,94478.33333333331,2.624940462539912,0.6000000000000001,11.113596492217914,11.456136394679259,4.804188427084832,0.0038994457109375324,-0.007181941782317975,-4.873553719008265,-3249.4958677685936,89809.07774072516,1.9266001076579595,5.74776206409289,25.35,0.52947809479425,0.7453262375640199
32,Kenai Peninsula Borough,2014,Fish,1811.0,0.4,0.2,0.9119999999999999,0.71775,0.69225,0.5952500000000001,0.719,286939.50390625,286939.50390625,45027.099609375,128.4988937377929,106502.69921875,141.21521759033212,0.7207500189542773,YES,lb.,27867.0,25712.0,2155.0,7.7,40.5,14112.0,2973.0,2973.0,21559.0,30638.0,21559.0,29.633135322148966,56687.0,9.06380651648526,3.812792801150332,7.76544886834724,92.23455113165276,84.23624464162859,0.5909644186497787,1.1784006915165737,1.0977315620027384,0.0052947809479425,0.0074532623756402,0.4959657984301682,67076.0,2973.0,2973.0,94478.33333333331,2.624940462539912,0.6000000000000001,11.113596492217914,11.456136394679259,4.804188427084832,0.0038994457109375324,-0.007181941782317975,-4.873553719008265,-3249.4958677685936,89809.07774072516,1.9266001076579595,5.74776206409289,71.775,0.52947809479425,0.7453262375640199
33,Kenai Peninsula Borough,2014,Land Mammals,1811.0,0.4,0.2,0.5075,0.2375,0.13225,0.1455,0.44275,82608.49829101562,82608.49829101562,241.0,12.177579820156105,15107.7998046875,25.536924123764038,0.11099999630823729,YES,lb.,27867.0,25712.0,2155.0,7.7,40.5,14112.0,2973.0,2973.0,21559.0,30638.0,21559.0,29.633135322148966,56687.0,9.06380651648526,3.812792801150332,7.76544886834724,92.23455113165276,84.23624464162859,0.5909644186497787,1.1784006915165737,1.0977315620027384,0.0052947809479425,0.0074532623756402,0.4959657984301682,67076.0,2973.0,2973.0,94478.33333333331,2.624940462539912,0.6000000000000001,11.113596492217914,11.456136394679259,4.804188427084832,0.0038994457109375324,-0.007181941782317975,-4.873553719008265,-3249.4958677685936,89809.07774072516,1.9266001076579595,5.74776206409289,23.75,0.52947809479425,0.7453262375640199
34,Kenai Peninsula Borough,2014,Marine Mammals,1811.0,0.4,0.2,0.381,0.13225,0.09175,0.12175,0.34775,3922.00000000001,3922.00000000001,63.0,4.883659124374385,3416.0,31.795480251312174,0.021499999566003677,YES,lb.,27867.0,25712.0,2155.0,7.7,40.5,14112.0,2973.0,2973.0,21559.0,30638.0,21559.0,29.633135322148966,56687.0,9.06380651648526,3.812792801150332,7.76544886834724,92.23455113165276,84.23624464162859,0.5909644186497787,1.1784006915165737,1.0977315620027384,0.0052947809479425,0.0074532623756402,0.4959657984301682,67076.0,2973.0,2973.0,94478.33333333331,2.624940462539912,0.6000000000000001,11.113596492217914,11.456136394679259,4.804188427084832,0.0038994457109375324,-0.007181941782317975,-4.873553719008265,-3249.4958677685936,89809.07774072516,1.9266001076579595,5.74776206409289,13.225000000000001,0.52947809479425,0.7453262375640199
35,Kenai Peninsula Borough,2014,Plants/Greens/Mushrooms,1811.0,0.4,0.2,0.43925000000000003,0.423,0.42175,0.1765,0.1595,3895.59997940064,3895.59997940064,922.7999916076654,0.9481007754802702,1002.9000205993656,2.1285480856895465,0.0077500002225861,YES,lb.,27867.0,25712.0,2155.0,7.7,40.5,14112.0,2973.0,2973.0,21559.0,30638.0,21559.0,29.633135322148966,56687.0,9.06380651648526,3.812792801150332,7.76544886834724,92.23455113165276,84.23624464162859,0.5909644186497787,1.1784006915165737,1.0977315620027384,0.0052947809479425,0.0074532623756402,0.4959657984301682,67076.0,2973.0,2973.0,94478.33333333331,2.624940462539912,0.6000000000000001,11.113596492217914,11.456136394679259,4.804188427084832,0.0038994457109375324,-0.007181941782317975,-4.873553719008265,-3249.4958677685936,89809.07774072516,1.9266001076579595,5.74776206409289,42.3,0.52947809479425,0.7453262375640199
36,Kodiak Island Borough,2018,Birds and Eggs,111.0,34.3,10.9,0.5976666666666667,0.4883333333333333,0.43100000000000005,0.31966666666666665,0.286,2176.1616744995163,2176.1616744995163,1032.3417778015137,4.44286783536275,1032.3417778015137,6.43505430221558,0.0091559387122591,YES,Lbs.,6151.0,5817.0,334.0,5.4,33.5,3000.0,8832.0,8832.0,4373.0,5405.0,4373.0,19.093432007400555,13649.0,9.106894277969085,6.4943974388291785,13.642025056780716,86.35797494321929,53.366546999780205,0.2637555864898527,23.03465455344714,1.1433731155778897,0.0019207895922754,0.0111307294321603,0.4741310940621464,19281.0,8832.0,8832.0,301.9690265486726,2.967250348010843,45.199999999999996,9.866927297224326,5.713630577672641,-0.23362078874696837,0.0005254543552704321,-0.0035044747257978754,-7.1735537190082646,-51044.49586776859,-4367.28656605948,0.6799309126643713,0.005256247086271593,48.83333333333333,0.19207895922754,1.11307294321603
37,Kodiak Island Borough,2018,Fish,111.0,34.3,10.9,0.9696666666666666,0.8143333333333334,0.8029999999999999,0.7153333333333333,0.7516666666666666,111423.529296875,111423.529296875,56944.41357421875,287.708745320638,56944.41357421875,297.01442972819035,0.7128289739290873,YES,Lbs.,6151.0,5817.0,334.0,5.4,33.5,3000.0,8832.0,8832.0,4373.0,5405.0,4373.0,19.093432007400555,13649.0,9.106894277969085,6.4943974388291785,13.642025056780716,86.35797494321929,53.366546999780205,0.2637555864898527,23.03465455344714,1.1433731155778897,0.0019207895922754,0.0111307294321603,0.4741310940621464,19281.0,8832.0,8832.0,301.9690265486726,2.967250348010843,45.199999999999996,9.866927297224326,5.713630577672641,-0.23362078874696837,0.0005254543552704321,-0.0035044747257978754,-7.1735537190082646,-51044.49586776859,-4367.28656605948,0.6799309126643713,0.005256247086271593,81.43333333333334,0.19207895922754,1.11307294321603
38,Kodiak Island Borough,2018,Land Mammals,111.0,34.3,10.899999999999999,0.9473333333333334,0.617,0.617,0.5756666666666667,0.6626666666666666,15359.715820312511,15359.715820312511,8039.59973144532,41.736926396687835,8039.59973144532,44.11896387736004,0.11347106347481421,YES,Lbs.,6151.0,5817.0,334.0,5.4,33.5,3000.0,8832.0,8832.0,4373.0,5405.0,4373.0,19.093432007400555,13649.0,9.106894277969085,6.4943974388291785,13.642025056780716,86.35797494321929,53.366546999780205,0.2637555864898527,23.03465455344714,1.1433731155778897,0.0019207895922754,0.0111307294321603,0.4741310940621464,19281.0,8832.0,8832.0,301.9690265486726,2.967250348010843,45.199999999999996,9.866927297224326,5.713630577672641,-0.23362078874696837,0.0005254543552704321,-0.0035044747257978754,-7.1735537190082646,-51044.49586776859,-4367.28656605948,0.6799309126643713,0.005256247086271593,61.7,0.19207895922754,1.11307294321603
39,Kodiak Island Borough,2018,Marine Mammals,111.0,34.3,10.899999999999999,0.48933333333333334,0.3926666666666667,0.332,0.307,0.24366666666666667,8145.236450195313,8145.236450195313,3552.0,16.13730327288309,3552.0,26.4768222173055,0.0327214564507206,YES,Lbs.,6151.0,5817.0,334.0,5.4,33.5,3000.0,8832.0,8832.0,4373.0,5405.0,4373.0,19.093432007400555,13649.0,9.106894277969085,6.4943974388291785,13.642025056780716,86.35797494321929,53.366546999780205,0.2637555864898527,23.03465455344714,1.1433731155778897,0.0019207895922754,0.0111307294321603,0.4741310940621464,19281.0,8832.0,8832.0,301.9690265486726,2.967250348010843,45.199999999999996,9.866927297224326,5.713630577672641,-0.23362078874696837,0.0005254543552704321,-0.0035044747257978754,-7.1735537190082646,-51044.49586776859,-4367.28656605948,0.6799309126643713,0.005256247086271593,39.26666666666667,0.19207895922754,1.11307294321603
40,Kodiak Island Borough,2018,Plants/Greens/Mushrooms,111.0,34.3,10.9,0.48200000000000004,0.466,0.466,0.2723333333333333,0.12066666666666666,577.5264663696294,577.5264663696294,368.059997558594,2.5247268875439985,368.059997558594,5.01250541210176,0.0092794453569998,YES,Lbs.,6151.0,5817.0,334.0,5.4,33.5,3000.0,8832.0,8832.0,4373.0,5405.0,4373.0,19.093432007400555,13649.0,9.106894277969085,6.4943974388291785,13.642025056780716,86.35797494321929,53.366546999780205,0.2637555864898527,23.03465455344714,1.1433731155778897,0.0019207895922754,0.0111307294321603,0.4741310940621464,19281.0,8832.0,8832.0,301.9690265486726,2.967250348010843,45.199999999999996,9.866927297224326,5.713630577672641,-0.23362078874696837,0.0005254543552704321,-0.0035044747257978754,-7.1735537190082646,-51044.49586776859,-4367.28656605948,0.6799309126643713,0.005256247086271593,46.6,0.19207895922754,1.11307294321603
41,Kusilvak Census Area,2014,Fish,695.0,46.9,10.1,0.9154,0.6958,0.6604,0.523,0.7542,189339.087890625,189339.087890625,120726.541015625,67.43534431457522,120726.541015625,73.35812759399414,1.0,YES,lb.,2812.0,2152.0,660.0,23.5,22.5,1435.0,2385.0,2385.0,1690.0,2192.0,1690.0,22.9014598540146,7778.0,32.86191823090769,24.970414201183434,88.91745950115711,11.08254049884289,4.075597840061713,0.2699922859346876,0.4371303677037799,1.1199236849277732,0.0003906911326135,0.0225298553140505,0.5247840407068476,66211.0,2385.0,2385.0,136.4561403508772,16.186680380560556,57.0,11.100616994380056,4.923304886955571,-0.24247462749476661,-0.001004644104391468,0.007894651156092324,10.926446280991735,-4114.495867768594,-4532.799452257275,1.9136206098201018,-0.7850694436307979,69.58,0.03906911326135,2.25298553140505
42,Kusilvak Census Area,2015,Fish,698.0,46.89999999999999,10.1,0.8452,0.7222,0.7034,0.525,0.6772,169569.919921875,169569.919921875,105366.408203125,62.11136016845704,105366.408203125,72.42517776489255,0.9950694918632508,YES,lb.,2787.0,2160.0,627.0,22.5,23.0,1428.0,2267.0,2267.0,1683.0,2193.0,1683.0,23.25581395348837,7914.0,33.131159969673995,25.60903149138443,88.00859236795552,11.991407632044478,4.700530705079606,0.3538033864038413,0.4422542330048016,1.1308562197092085,0.0,0.0235136977724597,0.517199989619018,13765.0,2267.0,2267.0,138.84210526315792,15.845337376800606,56.99999999999999,9.52995706295831,4.9405139665933735,-0.24234699423867082,-0.0013953352370049679,0.008878493614501526,9.926446280991735,-56560.49586776859,-4530.413487344995,0.34296067839835587,-0.7678603639929955,72.22,0.0,2.35136977724597
43,Lake and Peninsula Borough,2014,Birds and Eggs,55.0,58.199999999999996,216.3,0.007666666666666666,0.007,0.006000000000000001,0.0030000000000000005,0.0030000000000000005,1337.00001525879,1337.00001525879,1172.700012207031,13.302373886108404,961.099990844726,16.231857299804698,0.038666668037573494,YES,lb.,641.0,538.0,103.0,16.1,28.9,365.0,2372.0,2372.0,510.0,1497.0,510.0,65.93186372745491,1490.0,17.85234899328859,9.803921568627452,71.14093959731544,28.85906040268457,22.34899328859061,0.5369127516778524,1.2080536912751678,0.9682959048877148,0.0,0.0191591271953166,0.4954066349998121,64320.0,2372.0,2372.0,5.428051001821494,6.9127516778523495,274.5,11.071641450995672,1.8606713821657395,-0.24948375893570024,-0.0013953352370049679,0.004523923037358426,3.5264462809917365,-6005.495867768594,-4663.827541606331,1.8846450664357182,-3.8477029484206295,0.7000000000000001,0.0,1.91591271953166
44,Lake and Peninsula Borough,2014,Fish,55.0,58.199999999999996,216.3,0.009666666666666665,0.009,0.008666666666666668,0.006000000000000001,0.006000000000000001,27379.2001953125,27379.2001953125,4438.799926757818,368.096903483073,19688.999755859382,376.6173197428387,0.8426666855812073,YES,lb.,641.0,538.0,103.0,16.1,28.9,365.0,2372.0,2372.0,510.0,1497.0,510.0,65.93186372745491,1490.0,17.85234899328859,9.803921568627452,71.14093959731544,28.85906040268457,22.34899328859061,0.5369127516778524,1.2080536912751678,0.9682959048877148,0.0,0.0191591271953166,0.4954066349998121,64320.0,2372.0,2372.0,5.428051001821494,6.9127516778523495,274.5,11.071641450995672,1.8606713821657395,-0.24948375893570024,-0.0013953352370049679,0.004523923037358426,3.5264462809917365,-6005.495867768594,-4663.827541606331,1.8846450664357182,-3.8477029484206295,0.8999999999999999,0.0,1.91591271953166
45,Lake and Peninsula Borough,2014,Land Mammals,55.0,58.199999999999996,216.3,0.007333333333333333,0.006000000000000001,0.0026666666666666666,0.004333333333333334,0.006000000000000001,1789.1999754905705,1789.1999754905705,50.0,41.97331464538974,1156.4999876022341,55.487669010957006,0.0599999992409721,YES,lb.,641.0,538.0,103.0,16.1,28.9,365.0,2372.0,2372.0,510.0,1497.0,510.0,65.93186372745491,1490.0,17.85234899328859,9.803921568627452,71.14093959731544,28.85906040268457,22.34899328859061,0.5369127516778524,1.2080536912751678,0.9682959048877148,0.0,0.0191591271953166,0.4954066349998121,64320.0,2372.0,2372.0,5.428051001821494,6.9127516778523495,274.5,11.071641450995672,1.8606713821657395,-0.24948375893570024,-0.0013953352370049679,0.004523923037358426,3.5264462809917365,-6005.495867768594,-4663.827541606331,1.8846450664357182,-3.8477029484206295,0.6000000000000001,0.0,1.91591271953166
46,Lake and Peninsula Borough,2014,Marine Mammals,55.0,58.199999999999996,216.3,0.0013333333333333333,0.0006666666666666666,0.0003333333333333333,0.0003333333333333333,0.001,1346.19995117188,1346.19995117188,1.0,7.056741714477533,995.0,59.9823036193848,0.03333333383003866,YES,lb.,641.0,538.0,103.0,16.1,28.9,365.0,2372.0,2372.0,510.0,1497.0,510.0,65.93186372745491,1490.0,17.85234899328859,9.803921568627452,71.14093959731544,28.85906040268457,22.34899328859061,0.5369127516778524,1.2080536912751678,0.9682959048877148,0.0,0.0191591271953166,0.4954066349998121,64320.0,2372.0,2372.0,5.428051001821494,6.9127516778523495,274.5,11.071641450995672,1.8606713821657395,-0.24948375893570024,-0.0013953352370049679,0.004523923037358426,3.5264462809917365,-6005.495867768594,-4663.827541606331,1.8846450664357182,-3.8477029484206295,0.06666666666666667,0.0,1.91591271953166
47,Lake and Peninsula Borough,2014,Plants/Greens/Mushrooms,55.0,58.199999999999996,216.3,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,0.0006666666666666666,0.0,21.70000028610227,21.70000028610227,15.3000001907349,0.22039941946665453,15.3000001907349,0.8869168261686967,0.00033333334916579995,YES,lb.,641.0,538.0,103.0,16.1,28.9,365.0,2372.0,2372.0,510.0,1497.0,510.0,65.93186372745491,1490.0,17.85234899328859,9.803921568627452,71.14093959731544,28.85906040268457,22.34899328859061,0.5369127516778524,1.2080536912751678,0.9682959048877148,0.0,0.0191591271953166,0.4954066349998121,64320.0,2372.0,2372.0,5.428051001821494,6.9127516778523495,274.5,11.071641450995672,1.8606713821657395,-0.24948375893570024,-0.0013953352370049679,0.004523923037358426,3.5264462809917365,-6005.495867768594,-4663.827541606331,1.8846450664357182,-3.8477029484206295,0.26666666666666666,0.0,1.91591271953166
48,Lake and Peninsula Borough,2016,Fish,156.0,83.5,101.9,0.9460000000000001,0.7432000000000001,0.7213999999999999,0.5528000000000001,0.77,54770.88732910156,54770.88732910156,41804.58325195313,120.96473083496093,41804.58325195313,125.41062088012697,0.8189142107963562,YES,lb.,653.0,575.0,78.0,11.9,31.9,322.0,13197.0,13197.0,468.0,1451.0,468.0,67.74638180565128,1411.0,18.6392629340893,10.47008547008547,69.17080085046067,30.82919914953933,21.26151665485472,0.7795889440113395,2.8348688873139616,1.0419681620839365,0.0,0.0176525686288637,0.4847860429974586,20723.0,13197.0,13197.0,7.610571736785329,7.5124025513819985,185.4,9.939047727934678,2.152990720042824,-0.24936700859018332,-0.0013953352370049679,0.003017364470905526,-0.6735537190082646,-49602.49586776859,-4661.645020871367,0.752051343374724,-3.555383610543545,74.32000000000001,0.0,1.76525686288637
49,Lake and Peninsula Borough,2016,Land Mammals,156.0,83.5,101.9,0.6676,0.3832,0.223,0.3384,0.602,16706.9267578125,16706.9267578125,12700.0,31.982057952880883,12700.0,38.95147857666016,0.18108578026294722,YES,lb.,653.0,575.0,78.0,11.9,31.9,322.0,13197.0,13197.0,468.0,1451.0,468.0,67.74638180565128,1411.0,18.6392629340893,10.47008547008547,69.17080085046067,30.82919914953933,21.26151665485472,0.7795889440113395,2.8348688873139616,1.0419681620839365,0.0,0.0176525686288637,0.4847860429974586,20723.0,13197.0,13197.0,7.610571736785329,7.5124025513819985,185.4,9.939047727934678,2.152990720042824,-0.24936700859018332,-0.0013953352370049679,0.003017364470905526,-0.6735537190082646,-49602.49586776859,-4661.645020871367,0.752051343374724,-3.555383610543545,38.32,0.0,1.76525686288637
50,Lake and Peninsula Borough,2018,Birds and Eggs,35.0,50.7,0.7,0.593,0.481,0.444,0.37,0.296,860.769287109375,860.769287109375,664.02197265625,8.30027484893799,664.02197265625,14.0067148208618,0.027957409620285,YES,lb.,744.0,668.0,76.0,10.2,33.5,285.0,4160.0,4160.0,425.0,1421.0,425.0,70.09148486980999,1375.0,15.781818181818185,9.176470588235292,67.34545454545454,32.654545454545456,22.83636363636364,0.6545454545454545,2.4727272727272727,1.0676691729323309,0.0,0.01662848274333,0.4944550669216061,19573.0,4160.0,4160.0,26.75097276264591,5.890909090909091,51.400000000000006,9.881957433985765,3.3232708940878113,-0.24834312441932402,-0.0013953352370049679,0.0019932785853718268,-2.3735537190082656,-50752.49586776859,-4642.504619845507,0.6949610494258103,-2.3851034364985577,48.1,0.0,1.6628482743330002
51,Lake and Peninsula Borough,2018,Fish,35.0,50.7,0.7,0.963,0.704,0.704,0.741,0.815,15168.6337890625,15168.6337890625,11696.302734375,146.268966674805,11696.302734375,151.89469909668,0.492670595645905,YES,lb.,744.0,668.0,76.0,10.2,33.5,285.0,4160.0,4160.0,425.0,1421.0,425.0,70.09148486980999,1375.0,15.781818181818185,9.176470588235292,67.34545454545454,32.654545454545456,22.83636363636364,0.6545454545454545,2.4727272727272727,1.0676691729323309,0.0,0.01662848274333,0.4944550669216061,19573.0,4160.0,4160.0,26.75097276264591,5.890909090909091,51.400000000000006,9.881957433985765,3.3232708940878113,-0.24834312441932402,-0.0013953352370049679,0.0019932785853718268,-2.3735537190082656,-50752.49586776859,-4642.504619845507,0.6949610494258103,-2.3851034364985577,70.39999999999999,0.0,1.6628482743330002
52,Lake and Peninsula Borough,2018,Land Mammals,35.0,50.7,0.7,1.0,0.667,0.667,0.778,0.852,11531.8515625,11531.8515625,8896.0,111.200004577637,8896.0,111.200004577637,0.374549508094788,YES,lb.,744.0,668.0,76.0,10.2,33.5,285.0,4160.0,4160.0,425.0,1421.0,425.0,70.09148486980999,1375.0,15.781818181818185,9.176470588235292,67.34545454545454,32.654545454545456,22.83636363636364,0.6545454545454545,2.4727272727272727,1.0676691729323309,0.0,0.01662848274333,0.4944550669216061,19573.0,4160.0,4160.0,26.75097276264591,5.890909090909091,51.400000000000006,9.881957433985765,3.3232708940878113,-0.24834312441932402,-0.0013953352370049679,0.0019932785853718268,-2.3735537190082656,-50752.49586776859,-4642.504619845507,0.6949610494258103,-2.3851034364985577,66.7,0.0,1.6628482743330002
53,Lake and Peninsula Borough,2018,Marine Mammals,35.0,50.7,0.7,0.222,0.148,0.111,0.037,0.148,145.185180664063,145.185180664063,112.0,1.40000009536743,112.0,6.30000019073486,0.0047155511565506,YES,lb.,744.0,668.0,76.0,10.2,33.5,285.0,4160.0,4160.0,425.0,1421.0,425.0,70.09148486980999,1375.0,15.781818181818185,9.176470588235292,67.34545454545454,32.654545454545456,22.83636363636364,0.6545454545454545,2.4727272727272727,1.0676691729323309,0.0,0.01662848274333,0.4944550669216061,19573.0,4160.0,4160.0,26.75097276264591,5.890909090909091,51.400000000000006,9.881957433985765,3.3232708940878113,-0.24834312441932402,-0.0013953352370049679,0.0019932785853718268,-2.3735537190082656,-50752.49586776859,-4642.504619845507,0.6949610494258103,-2.3851034364985577,14.799999999999999,0.0,1.6628482743330002
54,Lake and Peninsula Borough,2018,Plants/Greens/Mushrooms,35.0,50.7,0.7,0.333,0.296,0.296,0.037,0.111,100.300926208496,100.300926208496,77.375,0.967187523841858,77.375,2.90156269073486,0.0032577302772551,YES,lb.,744.0,668.0,76.0,10.2,33.5,285.0,4160.0,4160.0,425.0,1421.0,425.0,70.09148486980999,1375.0,15.781818181818185,9.176470588235292,67.34545454545454,32.654545454545456,22.83636363636364,0.6545454545454545,2.4727272727272727,1.0676691729323309,0.0,0.01662848274333,0.4944550669216061,19573.0,4160.0,4160.0,26.75097276264591,5.890909090909091,51.400000000000006,9.881957433985765,3.3232708940878113,-0.24834312441932402,-0.0013953352370049679,0.0019932785853718268,-2.3735537190082656,-50752.49586776859,-4642.504619845507,0.6949610494258103,-2.3851034364985577,29.599999999999998,0.0,1.6628482743330002
55,Nome Census Area,2013,Birds and Eggs,174.0,38.0,1.7,0.7625,0.5874999999999999,0.5615,0.4295,0.5015000000000001,23339.09997558594,23339.09997558594,9201.10009765625,29.7453479766846,14933.60021972656,38.55748558044435,0.0914999991655352,YES,lb.,4123.0,3613.0,510.0,12.4,27.9,2077.0,4313.0,4313.0,2797.0,3998.0,2797.0,30.040020010005,9695.0,26.96235172769469,15.12334644261709,70.84063950489943,29.159360495100568,17.163486333161423,0.9386281588447654,0.7632800412583806,1.1563612099644127,0.0023252839753054,0.0127890618641801,0.5209016618434776,13682.0,4313.0,4313.0,244.2065491183879,11.521402784940692,39.7,9.52390946537981,5.502100912997327,-0.2367106971679351,0.000929948738300432,-0.001846142293778075,-0.17355371900826455,-56643.49586776859,-4425.049043489765,0.3369130808198566,-0.20627341758904194,58.74999999999999,0.23252839753054,1.27890618641801
56,Nome Census Area,2013,Fish,174.0,38.0,1.7,0.763,0.488,0.448,0.4445,0.605,107926.99688720703,107926.99688720703,21480.80078125,98.5809264183047,69032.80310058594,105.87817192077625,0.2895000092685225,YES,lb.,4123.0,3613.0,510.0,12.4,27.9,2077.0,4313.0,4313.0,2797.0,3998.0,2797.0,30.040020010005,9695.0,26.96235172769469,15.12334644261709,70.84063950489943,29.159360495100568,17.163486333161423,0.9386281588447654,0.7632800412583806,1.1563612099644127,0.0023252839753054,0.0127890618641801,0.5209016618434776,13682.0,4313.0,4313.0,244.2065491183879,11.521402784940692,39.7,9.52390946537981,5.502100912997327,-0.2367106971679351,0.000929948738300432,-0.001846142293778075,-0.17355371900826455,-56643.49586776859,-4425.049043489765,0.3369130808198566,-0.20627341758904194,48.8,0.23252839753054,1.27890618641801
57,Nome Census Area,2013,Land Mammals,174.0,38.0,1.7,0.4905,0.14049999999999999,0.1235,0.155,0.442,16301.099792480469,16301.099792480469,126.5,18.7762713432312,10502.2998046875,38.09414672851565,0.05700000189244745,YES,lb.,4123.0,3613.0,510.0,12.4,27.9,2077.0,4313.0,4313.0,2797.0,3998.0,2797.0,30.040020010005,9695.0,26.96235172769469,15.12334644261709,70.84063950489943,29.159360495100568,17.163486333161423,0.9386281588447654,0.7632800412583806,1.1563612099644127,0.0023252839753054,0.0127890618641801,0.5209016618434776,13682.0,4313.0,4313.0,244.2065491183879,11.521402784940692,39.7,9.52390946537981,5.502100912997327,-0.2367106971679351,0.000929948738300432,-0.001846142293778075,-0.17355371900826455,-56643.49586776859,-4425.049043489765,0.3369130808198566,-0.20627341758904194,14.049999999999999,0.23252839753054,1.27890618641801
58,Nome Census Area,2013,Marine Mammals,174.0,38.0,1.7,0.7195,0.4095,0.3265,0.3695,0.6565,60232.998046875,60232.998046875,149.0,144.5444755554197,44606.0,206.81058120727545,0.4669999927282335,YES,lb.,4123.0,3613.0,510.0,12.4,27.9,2077.0,4313.0,4313.0,2797.0,3998.0,2797.0,30.040020010005,9695.0,26.96235172769469,15.12334644261709,70.84063950489943,29.159360495100568,17.163486333161423,0.9386281588447654,0.7632800412583806,1.1563612099644127,0.0023252839753054,0.0127890618641801,0.5209016618434776,13682.0,4313.0,4313.0,244.2065491183879,11.521402784940692,39.7,9.52390946537981,5.502100912997327,-0.2367106971679351,0.000929948738300432,-0.001846142293778075,-0.17355371900826455,-56643.49586776859,-4425.049043489765,0.3369130808198566,-0.20627341758904194,40.949999999999996,0.23252839753054,1.27890618641801
59,Nome Census Area,2013,Plants/Greens/Mushrooms,174.0,38.0,1.7,0.5475,0.43600000000000005,0.43600000000000005,0.1545,0.249,887.900024414063,887.900024414063,519.7000045776372,1.9172782897949199,570.200012207032,3.5788536071777353,0.0059999998193234,YES,lb.,4123.0,3613.0,510.0,12.4,27.9,2077.0,4313.0,4313.0,2797.0,3998.0,2797.0,30.040020010005,9695.0,26.96235172769469,15.12334644261709,70.84063950489943,29.159360495100568,17.163486333161423,0.9386281588447654,0.7632800412583806,1.1563612099644127,0.0023252839753054,0.0127890618641801,0.5209016618434776,13682.0,4313.0,4313.0,244.2065491183879,11.521402784940692,39.7,9.52390946537981,5.502100912997327,-0.2367106971679351,0.000929948738300432,-0.001846142293778075,-0.17355371900826455,-56643.49586776859,-4425.049043489765,0.3369130808198566,-0.20627341758904194,43.60000000000001,0.23252839753054,1.27890618641801
60,Nome Census Area,2014,Birds and Eggs,140.0,2.8,4.5,0.814,0.628,0.593,0.5,0.512,7482.39990234375,7482.39990234375,5439.0,12.1275062561035,4492.0,14.899507522583,0.0189999993890524,YES,lb.,4107.0,3610.0,497.0,12.1,27.9,2107.0,2106.0,2106.0,2839.0,4008.0,2839.0,29.166666666666668,9792.0,26.90972222222222,16.09721733004579,71.06821895424837,28.93178104575164,17.258986928104576,0.6535947712418301,0.9395424836601308,1.1450164293537788,0.0023346599269196,0.0119990661360292,0.5137966416747894,103885.0,2106.0,2106.0,1341.3698630136987,11.213235294117649,7.3,11.551049423061338,7.2021918853817475,-0.1780197560310605,0.000939324689914632,-0.0026361380219289757,-0.47355371900826526,33559.50413223141,-3327.8857295944536,2.3640530385013836,1.4938175547953785,62.8,0.23346599269196,1.19990661360292
